"FilingID","Reference ID","Individual Name","Firm or Organization Name","CRD Number","Effective Date","Termination Date","Street 1","Street 2","City","State","Country","Postal Code","Private Residence?","Description"
1983571,4201,"CHOU, JACLYN, CHRISTINE","",6927236,05/08/2017,,"50 CALIFORNIA STREET","SUITE 3000","SAN FRANCISCO","CA","United States","94111","N","PARTNER, FINANCIAL OPERATIONS"
1983571,4201,"BREIER, MARTI, ELLEN","",7529249,05/06/2022,,"1999 AVENUE OF THE STARS","SUITE 3425","LOS ANGELES","CA","United States","90067","N","PARTNER, GENERAL COUNSEL, CHIEF COMPLIANCE OFFICER"
2004855,1872,"RERISI, MEREDITH, LEIGH","",5113008,03/01/2019,,"C/O ABBOTT CAPITAL MANAGEMENT, LLC","640 FIFTH AVENUE, 7TH FLOOR","NEW YORK","NY","United States","10019","N","MS. RERISI IS A MANAGING DIRECTOR OF ABBOTT CAPITAL MANAGEMENT, LLC, THE RELYING ADVISER'S PARENT COMPANY. BY VIRTUE OF HER PERCENTAGE OWNERSHIP IN THE PARENT COMPANY, MS. RERISI IS CONSIDERED A CONTROLLER OF THE RELYING ADVISER UNDER FCA RULES."
2004855,1872,"SMITH, MATTHEW, MICHAEL","",5113004,03/01/2019,,"C/O ABBOTT CAPITAL MANAGEMENT, LLC","640 FIFTH AVENUE, 7TH FLOOR","NEW YORK","NY","United States","10019","N","MR. SMITH IS A MANAGING DIRECTOR OF ABBOTT CAPITAL  MANAGEMENT, LLC, THE RELYING ADVISER'S PARENT COMPANY. BY VIRTUE OF HIS PERCENTAGE OWNERSHIP IN THE PARENT COMPANY, MR. SMITH IS CONSIDERED A CONTROLLER OF THE RELYING ADVISER UNDER FCA RULES."
2004855,1872,"MALONEY, TIMOTHY, WILLIAM","",5770409,03/01/2019,,"C/O ABBOTT CAPITAL MANAGEMENT, LLC","640 FIFTH AVENUE, 7TH FLOOR","NEW YORK","NY","United States","10019","N","MR. MALONEY IS A MANAGING DIRECTOR OF ABBOTT CAPITAL MANAGEMENT, LLC, THE RELYING ADVISER'S PARENT COMPANY. BY VIRTUE OF HIS PERCENTAGE OWNERSHIP IN THE PARENT COMPANY, MR. MALONEY IS CONSIDERED A CONTROLLER OF THE RELYING ADVISER UNDER FCA RULES."
2004855,1872,"LEE, YOUNG, NMN","",3103400,03/01/2019,,"C/O ABBOTT CAPITAL MANAGEMENT, LLC","640 FIFTH AVENUE, 7TH FLOOR","NEW YORK","NY","United States","10019","N","MR. LEE IS A MANAGING DIRECTOR OF ABBOTT CAPITAL MANAGEMENT, LLC,  THE RELYING ADVISER'S PARENT COMPANY. BY VIRTUE OF HIS PERCENTAGE OWNERSHIP IN THE PARENT COMPANY, MR. LEE IS CONSIDERED A CONTROLLER OF THE RELYING ADVISER UNDER FCA RULES."
2004855,1872,"PANGBURN, LEONARD, C.","",6622612,03/01/2019,,"C/O ABBOTT CAPITAL MANAGEMENT, LLC","640 FIFTH AVENUE, 7TH FLOOR","NEW YORK","NY","United States","10019","N","MR. PANGBURN IS PRESIDENT AND A MANAGING DIRECTOR OF ABBOTT CAPITAL MANAGEMENT, LLC, THE RELYING ADVISER'S PARENT COMPANY. BY VIRTUE OF HIS PERCENTAGE OWNERSHIP IN THE PARENT COMPANY, MR. PANGBURN IS CONSIDERED A CONTROLLER OF THE RELYING ADVISER UNDER FCA RULES."
2000214,9247,"Forsgren, Jared, Kent","",7357993,01/26/2022,,"111 E. SEGO LILY DRIVE","SUITE 400","SANDY","UT","United States","84070","N","CHIEF COMPLIANCE OFFICER"
1993322,12413,"JOBLON, ANDREW, NMN","",4980342,11/30/2021,,"4 BRYANT PARK","SUITE 200","NEW YORK","NY","United States","10018","N","MANAGING PRINCIPAL OF TURNBRIDGE RE FUND MANAGEMENT COMPANY I LLC"
1993322,12430,"JOBLON, ANDREW, NMN","",4980342,04/30/2018,,"4 BRYANT PARK","SUITE 200","NEW YORK","NY","United States","10018","N","MANAGING PRINCIPAL OF TURNBRIDGE RE FUND MANAGEMENT COMPANY I LLC"
2002271,1923,"FORD, WILLIAM, EDWARD","",1665622,03/01/2024,,"55 EAST 52ND STREET, 33RD STREET","","NEW YORK","NY","United States","10055","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,1923,"ESCOBARI LIFCHITZ, MARTIN, EMILIANO","",6039783,03/01/2024,,"55 EAST 52ND STREET, 33RD STREET","","NEW YORK","NY","United States","10055","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,1923,"CAILLAUX, GABRIEL, PIERRE","",4234693,03/01/2024,,"23 SAVILE ROW","","LONDON","","United Kingdom","W1S2ET","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,1923,"HODGSON, DAVID, CHARLES","",4890592,03/01/2024,,"55 EAST 52ND STREET","33RD FLOOR","NEW YORK","NY","United States","10055","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,1923,"LANNING, CHRISTOPHER, GLENN","",5297765,03/01/2024,,"55 EAST 52ND STREET","33RD FLOOR","NEW YORK","NY","United States","10055","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,1924,"CAILLAUX, GABRIEL, PIERRE","",4234693,01/01/2018,,"23 SAVILE ROW","","LONDON","","United Kingdom","W1S2ET","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,1924,"ESCOBARI LIFCHITZ, MARTIN, EMILIANO","",6039783,01/01/2018,,"PARK AVENUE PLAZA","55 EAST 52ND STREET, 32ND FLOOR","NEW YORK","NY","United States","10055","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,1924,"FORD, WILLIAM, EDWARD","",1665622,01/01/2018,,"PARK AVENUE PLAZA","55 EAST 52ND STREET, 32ND FLOOR","NEW YORK","NY","United States","10055","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,1924,"HODGSON, DAVID, CHARLES","",4890592,03/01/2024,,"55 EAST 52ND STREET","33RD FLOOR","NEW YORK","NY","United States","10055","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,1924,"LANNING, CHRISTOPHER, GLENN","",5297765,03/01/2024,,"55 EAST 52ND STREET","33RD FLOOR","NEW YORK","NY","United States","10055","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,7656,"FORD, WILLIAM, EDWARD","",1665622,03/01/2024,,"55 EAST 52ND STREET, 33RD STREET","","NEW YORK","NY","United States","10055","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,7656,"ESCOBARI LIFCHITZ, MARTIN, EMILIANO","",6039783,03/01/2024,,"55 EAST 52ND STREET, 33RD STREET","","NEW YORK","NY","United States","10055","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,7656,"CAILLAUX, GABRIEL, PIERRE","",4234693,03/01/2024,,"23 SAVILE ROW","","LONDON","","United Kingdom","W1S2ET","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,7656,"HODGSON, DAVID, CHARLES","",4890592,03/01/2024,,"55 EAST 52ND STREET","33RD FLOOR","NEW YORK","NY","United States","10055","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,7656,"LANNING, CHRISTOPHER, GLENN","",5297765,03/01/2024,,"55 EAST 52ND STREET","33RD FLOOR","NEW YORK","NY","United States","10055","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,9037,"FORD, WILLIAM, EDWARD","",1665622,01/01/2018,,"55 EAST 52ND STREET, 33RD STREET","","NEW YORK","NY","United States","10055","N","MEMBER OF THE MANAGEMENT COMMITTEE OF GASC MGP, LLC"
2002271,9037,"LEVY, ANTON, JONATHAN","",2774238,01/01/2018,,"55 EAST 52ND STREET, 33RD STREET","","NEW YORK","NY","United States","10055","N","MEMBER OF THE MANAGEMENT COMMITTEE OF GASC MGP, LLC"
2002271,9037,"VORHOFF, NICHOLAS, ROBBERT","",4269230,01/01/2018,,"55 EAST 52ND STREET, 33RD STREET","","NEW YORK","NY","United States","10055","N","MEMBER OF THE MANAGEMENT COMMITTEE OF GASC MGP, LLC"
2002271,9037,"TOMPKINS, EDWARD, GRAVES","",4565288,01/01/2018,,"55 EAST 52ND STREET, 33RD STREET","","NEW YORK","NY","United States","10055","N","MEMBER OF THE MANAGEMENT COMMITTEE OF GASC MGP, LLC"
2002271,9037,"CRAWFORD, ANDREW, WILLIAM","",6466170,01/01/2018,,"55 EAST 52ND STREET, 33RD STREET","","NEW YORK","NY","United States","10055","N","MEMBER OF THE MANAGEMENT COMMITTEE OF GASC MGP, LLC"
2002271,9037,"NAIK, SANDEEP, ACHYUT","",6177898,01/01/2018,,"ASIA SQUARE TOWER 1","8 MARINA VIEW, #41-04","SINGAPORE","","Singapore","018960","N","MEMBER OF THE MANAGEMENT COMMITTEE OF GASC MGP, LLC"
2002271,9037,"ESCOBARI LIFCHITZ, MARTIN, EMILIANO","",6039783,01/01/2018,,"55 EAST 52ND STREET, 33RD STREET","","NEW YORK","NY","United States","10055","N","MEMBER OF THE MANAGEMENT COMMITTEE OF GASC MGP, LLC"
2002271,9037,"CAILLAUX, GABRIEL, PIERRE","",4234693,01/01/2018,,"23 SAVILE ROW","","LONDON","","United Kingdom","W1S2ET","N","MEMBER OF THE MANAGEMENT COMMITTEE OF GASC MGP, LLC"
2002271,9037,"ZHANG, CHI ERIC","",6774001,01/01/2020,,"TWO IFC, 8 FINANCE STREET","SUITE 5704 - 5706, 57F","HONG KONG","","China","","N","MEMBER OF THE MANAGEMENT COMMITTEE OF GASC MGP, LLC"
2002271,9037,"SMITH, J, ALBERT","",1725193,06/13/2023,,"515 MADISON AVENUE","","NEW YORK","NY","United States","10055","N","MEMBER OF THE MANAGEMENT COMMITTEE OF GASC MGP, LLC"
2002271,9037,"Uggla, Lance","",7780262,06/13/2023,,"23 SAVILE ROW","","LONDON","","United Kingdom","W1S2ET","N","MEMBER OF THE MANAGEMENT COMMITTEE OF GASC MGP, LLC"
2002271,9600,"FORD, WILLIAM, EDWARD","",1665622,01/01/2018,,"55 EAST 52ND STREET, 33RD STREET","","NEW YORK","NY","United States","10055","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,9600,"ESCOBARI LIFCHITZ, MARTIN, EMILIANO","",6039783,01/01/2018,,"55 EAST 52ND STREET, 33RD STREET","","NEW YORK","NY","United States","10055","N","MEMBER OF THE MANAGEMENT COMMITTEE OF GASC MGP, LLC"
2002271,9600,"CAILLAUX, GABRIEL, PIERRE","",4234693,01/01/2018,,"23 SAVILE ROW","","LONDON","","United Kingdom","W1S2ET","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,9600,"HODGSON, DAVID, CHARLES","",4890592,03/01/2024,,"55 EAST 52ND STREET","33RD FLOOR","NEW YORK","NY","United States","10055","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2002271,9600,"LANNING, CHRISTOPHER, GLENN","",5297765,03/01/2024,,"55 EAST 52ND STREET","33RD FLOOR","NEW YORK","NY","United States","10055","N","MEMBER OF THE PARTNERSHIP COMMITTEE OF GASC MGP, LLC"
2005210,11645,"TIMMERMAN, WILLIAM, BLEDSOE","",4432494,04/22/2024,,"3811 WEST CHESTER PIKE","BUILDING 2, SUITE 200","NEWTOWN SQUARE","PA","United States","19073","N","VICE PRESIDENT"
2005210,11645,"LAWLER, CHRISTOPHER, ANDREW","",2859240,04/22/2024,,"3811 WEST CHESTER PIKE","BUILDING 2, SUITE 200","NEWTOWN SQUARE","PA","United States","19073","N","VICE PRESIDENT"
2004577,11322,"REIGADAS, JOSEPH, ELIAS","",6279797,01/31/2024,,"1450 BRICKELL AVENUE","SUITE 2600","MIAMI","FL","United States","33131","N","THIS PERSON CONTROLS COMPLIANCE POLICIES OF THE ENTITY DUE TO HIS CCO ROLE OF LESTE CAPITAL PARTNERS (FLORIDA), LLC."
2002108,12309,"SCHORR, BRIAN, LEWIS","",5862023,02/07/2025,,"280 PARK AVE.","","NEW YORK","NY","United States","10017-1217","N","CHIEF LEGAL OFFICER AND INVESTMENT COMMITTEE MEMBER OF TRIAN FUND MANAGEMENT, L.P., THE SOLE MEMBER AS OF 2/7/25"
2002108,12309,"WEEDMAN, LEONARD, WILLIAM","",7129429,02/07/2025,,"280 PARK AVE.","","NEW YORK","NY","United States","10017-1217","N","CHIEF FINANCIAL OFFICER OF TRIAN FUND MANAGEMENT, L.P., THE SOLE MEMBER AS OF 2/7/25"
2002108,12309,"MARX, DANIEL, ROBERT","",5174363,05/09/2025,,"280 PARK AVE.","","NEW YORK","NY","United States","10017-1217","N","GENERAL COUNSEL AND CHIEF COMPLIANCE OFFICER OF TRIAN FUND MANAGEMENT, L.P., THE SOLE MEMBER AS OF 2/7/25"
2002108,12309,"PELTZ, NELSON, (""NMN"")","",1934519,02/07/2025,,"280 PARK AVE.","","NEW YORK","NY","United States","10017-1217","N","CHIEF EXECUTIVE OFFICER AND INVESTMENT COMMITTEE MEMBER OF TRIAN FUND MANAGEMENT, L.P., THE SOLE MEMBER AS OF 2/7/25"
2002108,12309,"MAY, PETER, WILLIAM","",1934520,02/07/2025,,"280 PARK AVE.","","NEW YORK","NY","United States","10017-1217","N","PRESIDENT AND INVESTMENT COMMITTEE MEMBER OF TRIAN FUND MANAGEMENT, L.P., THE SOLE MEMBER AS OF 2/7/25"
2002108,12309,"FRANK, JOSHUA, DAVID","",7358354,02/07/2025,,"280 PARK AVE.","","NEW YORK","NY","United States","10017-1217","N","INVESTMENT COMMITTEE MEMBER OF TRIAN FUND MANAGEMENT, L.P., THE SOLE MEMBER AS OF 2/7/25"
2002108,12309,"BALDWIN, BRIAN, MICHAEL","",4972969,02/07/2025,,"280 PARK AVE.","","NEW YORK","NY","United States","10017-1217","N","INVESTMENT COMMITTEE MEMBER OF TRIAN FUND MANAGEMENT, L.P., THE SOLE MEMBER AS OF 2/7/25"
2002108,12309,"BUNCH, RYAN, WILSON","",8057387,02/07/2025,,"280 PARK AVE.","","NEW YORK","NY","United States","10017-1217","N","INVESTMENT COMMITTEE MEMBER OF TRIAN FUND MANAGEMENT, L.P., THE SOLE MEMBER AS OF 2/7/25"
2002108,12309,"PELTZ, DARREN, JOSEPH","",8057555,02/07/2025,,"280 PARK AVE.","","NEW YORK","NY","United States","10017-1217","N","INVESTMENT COMMITTEE MEMBER OF TRIAN FUND MANAGEMENT, L.P., THE SOLE MEMBER AS OF 2/7/25"
2005969,11645,"TIMMERMAN, WILLIAM, BLEDSOE","",4432494,04/22/2024,,"3811 WEST CHESTER PIKE","BUILDING 2, SUITE 200","NEWTOWN SQUARE","PA","United States","19073","N","VICE PRESIDENT"
2005969,11645,"LAWLER, CHRISTOPHER, ANDREW","",2859240,04/22/2024,,"3811 WEST CHESTER PIKE","BUILDING 2, SUITE 200","NEWTOWN SQUARE","PA","United States","19073","N","VICE PRESIDENT"
